case_id,repository,canonical_sha,answer_sha,short_sha,subject,change_status,path,old_path,file_label,label_scope_note
rocketchat_yarn_implant,rocketchat_yarn_implant,4a15b9cefa6ceff60db73b6b6e72c8b1284aa2a9,4a15b9cefa6ceff60db73b6b6e72c8b1284aa2a9,4a15b9cefa6c,chore(deps): Upgrade Yarn and turbo (#38212),R090,.yarn/releases/yarn-4.12.0.cjs,.yarn/releases/yarn-4.11.0.cjs,answer_identified_implant_file,The answer material identifies this path as containing the malicious behavior; this is still not a line-level label.
rocketchat_yarn_implant2,rocketchat_yarn_implant2,fda6737e90e004abf104d793d2f3cb6cf54eb15c,4a15b9cefa6ceff60db73b6b6e72c8b1284aa2a9,fda6737e90e0,chore(deps): Upgrade Yarn and turbo (#38212),R089,.yarn/releases/yarn-4.12.0.cjs,.yarn/releases/yarn-4.11.0.cjs,answer_identified_implant_file,The answer material identifies this path as containing the malicious behavior; this is still not a line-level label.
daylight_savings_dos,daylight-savings-dos,04f99ac219185ba3df939147d12dce9f251d32b4,04f99ac219185ba3df939147d12dce9f251d32b4,04f99ac21918,feat(statistics): add process clock drift and memory metrics to server stats (#40184),M,apps/meteor/app/statistics/server/lib/statistics.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
daylight_savings_dos,daylight-savings-dos,04f99ac219185ba3df939147d12dce9f251d32b4,04f99ac219185ba3df939147d12dce9f251d32b4,04f99ac21918,feat(statistics): add process clock drift and memory metrics to server stats (#40184),A,apps/meteor/server/lib/processMetrics.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
daylight_savings_dos,daylight-savings-dos,04f99ac219185ba3df939147d12dce9f251d32b4,04f99ac219185ba3df939147d12dce9f251d32b4,04f99ac21918,feat(statistics): add process clock drift and memory metrics to server stats (#40184),M,packages/core-typings/src/IStats.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
daylight_savings_dos,daylight-savings-dos,958530c91789a2618a83d1f03ea0ff827b94d50c,958530c91789a2618a83d1f03ea0ff827b94d50c,958530c91789,feat(retention): add retention consistency audit on clock drift (#40194),A,apps/meteor/server/cron/retentionHealthCheck.spec.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
daylight_savings_dos,daylight-savings-dos,958530c91789a2618a83d1f03ea0ff827b94d50c,958530c91789a2618a83d1f03ea0ff827b94d50c,958530c91789,feat(retention): add retention consistency audit on clock drift (#40194),A,apps/meteor/server/cron/retentionHealthCheck.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
daylight_savings_dos,daylight-savings-dos,958530c91789a2618a83d1f03ea0ff827b94d50c,958530c91789a2618a83d1f03ea0ff827b94d50c,958530c91789,feat(retention): add retention consistency audit on clock drift (#40194),M,apps/meteor/server/startup/cron.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
rolling_deploy_delete_all,rolling-deploy-delete-all,15b48ebf0c9cf07b41b38a032e701d2786efd5d3,15b48ebf0c9cf07b41b38a032e701d2786efd5d3,15b48ebf0c9c,fix(retention): unify TTL unit handling between global and per-room retention (#40204),M,apps/meteor/app/retention-policy/server/cronPruneMessages.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
rolling_deploy_delete_all,rolling-deploy-delete-all,ff71ea6381152bc52c69e2510002fc555fe0cff0,ff71ea6381152bc52c69e2510002fc555fe0cff0,ff71ea638115,refactor(retention): migrate TTL settings from timespan to days (#40208),M,apps/meteor/client/views/room/hooks/useRetentionPolicy.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
rolling_deploy_delete_all,rolling-deploy-delete-all,ff71ea6381152bc52c69e2510002fc555fe0cff0,ff71ea6381152bc52c69e2510002fc555fe0cff0,ff71ea638115,refactor(retention): migrate TTL settings from timespan to days (#40208),M,apps/meteor/server/settings/retention-policy.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
rolling_deploy_delete_all,rolling-deploy-delete-all,ff71ea6381152bc52c69e2510002fc555fe0cff0,ff71ea6381152bc52c69e2510002fc555fe0cff0,ff71ea638115,refactor(retention): migrate TTL settings from timespan to days (#40208),M,apps/meteor/server/startup/migrations/index.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
rolling_deploy_delete_all,rolling-deploy-delete-all,ff71ea6381152bc52c69e2510002fc555fe0cff0,ff71ea6381152bc52c69e2510002fc555fe0cff0,ff71ea638115,refactor(retention): migrate TTL settings from timespan to days (#40208),A,apps/meteor/server/startup/migrations/v336.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
rolling_deploy_delete_all,rolling-deploy-delete-all,0b136f8ab04bb88a4bc60fbe150e203f1c46c70f,0b136f8ab04bb88a4bc60fbe150e203f1c46c70f,0b136f8ab04b,fix(retention): reload cron when TTL values change without restart (#40211),M,apps/meteor/app/retention-policy/server/cronPruneMessages.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
dosik_database_attack,dosik-database-attack,bfd3f9bb4ee3338186214e07722b8dee27e85072,bfd3f9bb4ee3338186214e07722b8dee27e85072,bfd3f9bb4ee3,add depraected field to IRole type defenition (#40052),M,packages/core-typings/src/IRole.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
dosik_database_attack,dosik-database-attack,2e7af0b583e3d1b5bacb60f46082819ae44e0805,2e7af0b583e3d1b5bacb60f46082819ae44e0805,2e7af0b583e3,feat: introduce additional user permission groups (#40097),M,apps/meteor/app/api/server/v1/roles.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
dosik_database_attack,dosik-database-attack,2e7af0b583e3d1b5bacb60f46082819ae44e0805,2e7af0b583e3d1b5bacb60f46082819ae44e0805,2e7af0b583e3,feat: introduce additional user permission groups (#40097),M,apps/meteor/app/authorization/server/constant/permissions.ts,,touched_by_malicious_commit,"No narrower file list was stated in the answer material, so every path changed by the malicious commit is included; this is not a line-level judgment."
